rating,text,text_en,lang,cleaned,tokens,pos_tags,entities,vader,tb,lex_sent,lstm_sent
3,Water Leakage was observed from 2nd day onwards..... Cooling is sufficient but proper ventilation is requires to get cooling.... Recommended to go for another product... Thats all....,Water Leakage was observed from 2nd day onwards..... Cooling is sufficient but proper ventilation is requires to get cooling.... Recommended to go for another product... Thats all....,en,water leakage observed 2nd day onwards cooling sufficient proper ventilation requires get cooling recommended another product thats,"['water', 'leakage', 'observed', '2nd', 'day', 'onwards', 'cooling', 'sufficient', 'proper', 'ventilation', 'requires', 'get', 'cooling', 'recommended', 'another', 'product', 'thats']","[('water', 'NN'), ('leakage', 'NN'), ('observed', 'VBD'), ('2nd', 'CD'), ('day', 'NN'), ('onwards', 'NNS'), ('cooling', 'VBG'), ('sufficient', 'JJ'), ('proper', 'JJ'), ('ventilation', 'NN'), ('requires', 'VBZ'), ('get', 'VB'), ('cooling', 'VBG'), ('recommended', 'VBN'), ('another', 'DT'), ('product', 'NN'), ('thats', 'NN')]","['FEATURE:cooling', 'FEATURE:leak', 'FEATURE:water']",0.296,0.0,0.148,0.4439280331134796
3,Good quality,Good quality,en,good quality,"['good', 'quality']","[('good', 'JJ'), ('quality', 'NN')]",[],0.4404,0.7,0.5702,0.44218412041664124
3,Overall good product. Low noise. Enough cooling.,Overall good product. Low noise. Enough cooling.,en,overall good product low noise enough cooling,"['overall', 'good', 'product', 'low', 'noise', 'enough', 'cooling']","[('overall', 'JJ'), ('good', 'JJ'), ('product', 'NN'), ('low', 'JJ'), ('noise', 'RB'), ('enough', 'RB'), ('cooling', 'NN')]",['FEATURE:cooling'],0.2023,0.175,0.18864999999999998,0.44336211681365967
3,"Our room is exactly 10x10 and we are two people. The room is well ventilated, so in this room, for 2 people, even for 3 people this cooler is enough. A stand to elevate its height can be better for cooler but we don't have, so we simply put the vents in the upward direction and it throws air to both of us. Air throw is definitely 9ft if not more. The water inlet is pretty wide and we use one full bucket water to fill directly and it doesn't pour out. U can even add ice into it. Separate ice chamber not there. Wheels are good. Cable is short -this issue is true with every cooler I guess. Water indicator level is good. Consumption is more I guess. 45litre is enough for 8hrs and then half and hour in afternoon but not more than that.

If u have keep it beside ur bed or workstation, and room is well ventilated...go for this. This cooler is very good for 2 3people sleeping on one bed or working in a room or even kitchen.","Our room is exactly 10x10 and we are two people. The room is well ventilated, so in this room, for 2 people, even for 3 people this cooler is enough. A stand to elevate its height can be better for cooler but we don't have, so we simply put the vents in the upward direction and it throws air to both of us. Air throw is definitely 9ft if not more. The water inlet is pretty wide and we use one full bucket water to fill directly and it doesn't pour out. U can even add ice into it. Separate ice chamber not there. Wheels are good. Cable is short -this issue is true with every cooler I guess. Water indicator level is good. Consumption is more I guess. 45litre is enough for 8hrs and then half and hour in afternoon but not more than that.

If u have keep it beside ur bed or workstation, and room is well ventilated...go for this. This cooler is very good for 2 3people sleeping on one bed or working in a room or even kitchen.",en,room exactly 10x10 two people room well ventilated room people even people cooler enough stand elevate height better cooler simply put vent upward direction throw air air throw definitely 9ft water inlet pretty wide use one full bucket water fill directly pour even add ice separate ice chamber wheel good cable short issue true every cooler guess water indicator level good consumption guess 45litre enough 8hrs half hour afternoon keep beside bed workstation room well ventilated cooler good 3people sleeping one bed working room even kitchen,"['room', 'exactly', '10x10', 'two', 'people', 'room', 'well', 'ventilated', 'room', 'people', 'even', 'people', 'cooler', 'enough', 'stand', 'elevate', 'height', 'better', 'cooler', 'simply', 'put', 'vent', 'upward', 'direction', 'throw', 'air', 'air', 'throw', 'definitely', '9ft', 'water', 'inlet', 'pretty', 'wide', 'use', 'one', 'full', 'bucket', 'water', 'fill', 'directly', 'pour', 'even', 'add', 'ice', 'separate', 'ice', 'chamber', 'wheel', 'good', 'cable', 'short', 'issue', 'true', 'every', 'cooler', 'guess', 'water', 'indicator', 'level', 'good', 'consumption', 'guess', '45litre', 'enough', '8hrs', 'half', 'hour', 'afternoon', 'keep', 'beside', 'bed', 'workstation', 'room', 'well', 'ventilated', 'cooler', 'good', '3people', 'sleeping', 'one', 'bed', 'working', 'room', 'even', 'kitchen']","[('room', 'NN'), ('exactly', 'RB'), ('10x10', 'CD'), ('two', 'CD'), ('people', 'NNS'), ('room', 'NN'), ('well', 'RB'), ('ventilated', 'JJ'), ('room', 'NN'), ('people', 'NNS'), ('even', 'RB'), ('people', 'NNS'), ('cooler', 'VBP'), ('enough', 'JJ'), ('stand', 'NN'), ('elevate', 'NN'), ('height', 'VBD'), ('better', 'JJR'), ('cooler', 'NN'), ('simply', 'RB'), ('put', 'VBD'), ('vent', 'JJ'), ('upward', 'JJ'), ('direction', 'NN'), ('throw', 'NN'), ('air', 'NN'), ('air', 'NN'), ('throw', 'VBP'), ('definitely', 'RB'), ('9ft', 'CD'), ('water', 'NN'), ('inlet', 'NN'), ('pretty', 'RB'), ('wide', 'JJ'), ('use', 'NN'), ('one', 'CD'), ('full', 'JJ'), ('bucket', 'NN'), ('water', 'NN'), ('fill', 'VB'), ('directly', 'RB'), ('pour', 'JJ'), ('even', 'RB'), ('add', 'VBP'), ('ice', 'JJ'), ('separate', 'JJ'), ('ice', 'NN'), ('chamber', 'NN'), ('wheel', 'NN'), ('good', 'JJ'), ('cable', 'NN'), ('short', 'JJ'), ('issue', 'NN'), ('true', 'JJ'), ('every', 'DT'), ('cooler', 'NN'), ('guess', 'NN'), ('water', 'NN'), ('indicator', 'NN'), ('level', 'NN'), ('good', 'JJ'), ('consumption', 'NN'), ('guess', 'NN'), ('45litre', 'CD'), ('enough', 'RB'), ('8hrs', 'CD'), ('half', 'JJ'), ('hour', 'NN'), ('afternoon', 'NN'), ('keep', 'VB'), ('beside', 'NN'), ('bed', 'IN'), ('workstation', 'NN'), ('room', 'NN'), ('well', 'RB'), ('ventilated', 'JJ'), ('cooler', 'NN'), ('good', 'JJ'), ('3people', 'CD'), ('sleeping', 'VBG'), ('one', 'CD'), ('bed', 'NN'), ('working', 'VBG'), ('room', 'NN'), ('even', 'RB'), ('kitchen', 'VB')]","['CAPACITY:45l', 'FEATURE:water']",0.9822,0.20228070175438595,0.592240350877193,0.4438515901565552
3,Nice cooler,Nice cooler,en,nice cooler,"['nice', 'cooler']","[('nice', 'JJ'), ('cooler', 'NN')]",[],0.4215,0.6,0.51075,0.4431455135345459
3,It so good for small room or a double bed... Compact size...Cool look..Low power working good with inverter also,It so good for small room or a double bed... Compact size...Cool look..Low power working good with inverter also,en,good small room double bed compact size cool look low power working good inverter also,"['good', 'small', 'room', 'double', 'bed', 'compact', 'size', 'cool', 'look', 'low', 'power', 'working', 'good', 'inverter', 'also']","[('good', 'JJ'), ('small', 'JJ'), ('room', 'NN'), ('double', 'JJ'), ('bed', 'NN'), ('compact', 'JJ'), ('size', 'NN'), ('cool', 'JJ'), ('look', 'RB'), ('low', 'JJ'), ('power', 'NN'), ('working', 'VBG'), ('good', 'JJ'), ('inverter', 'NN'), ('also', 'RB')]","['FEATURE:power', 'FEATURE:inverter']",0.7496,0.2875,0.5185500000000001,0.44347071647644043
3,Work like charm...must buy product in this price range..much better then all cooler like Bajaj 36 litre in this price range...if it's fitted in window cools more then air condition...motor is powerful..mustbuy product,Work like charm...must buy product in this price range..much better then all cooler like Bajaj 36 litre in this price range...if it's fitted in window cools more then air condition...motor is powerful..mustbuy product,en,work like charm must buy product price range much better cooler like bajaj litre price range fitted window cool air condition motor powerful mustbuy product,"['work', 'like', 'charm', 'must', 'buy', 'product', 'price', 'range', 'much', 'better', 'cooler', 'like', 'bajaj', 'litre', 'price', 'range', 'fitted', 'window', 'cool', 'air', 'condition', 'motor', 'powerful', 'mustbuy', 'product']","[('work', 'NN'), ('like', 'IN'), ('charm', 'NN'), ('must', 'MD'), ('buy', 'VB'), ('product', 'NN'), ('price', 'NN'), ('range', 'NN'), ('much', 'JJ'), ('better', 'JJR'), ('cooler', 'NN'), ('like', 'IN'), ('bajaj', 'NN'), ('litre', 'JJ'), ('price', 'NN'), ('range', 'NN'), ('fitted', 'VBD'), ('window', 'JJ'), ('cool', 'JJ'), ('air', 'NN'), ('condition', 'NN'), ('motor', 'NN'), ('powerful', 'JJ'), ('mustbuy', 'JJ'), ('product', 'NN')]",['FEATURE:power'],0.7845,0.5,0.64225,0.44380590319633484
3,Very gd product.worth of money.,Very gd product.worth of money.,en,product worth money,"['product', 'worth', 'money']","[('product', 'NN'), ('worth', 'NN'), ('money', 'NN')]",[],0.0,0.2,0.1,0.44362151622772217
3,"According to price the cooler is justified. I will say not that great but good.
Few observations
1 - cooler was licking.
2- it is smelling really bad while using.
3- it’s noise level is high compare to speed.
4- air throw is max till 3 feet.

Overall it is okay with price.. can be used for small room and single person.","According to price the cooler is justified. I will say not that great but good.
Few observations
1 - cooler was licking.
2- it is smelling really bad while using.
3- it’s noise level is high compare to speed.
4- air throw is max till 3 feet.

Overall it is okay with price.. can be used for small room and single person.",en,according price cooler justified say great good observation cooler licking smelling really bad using noise level high compare speed air throw max till foot overall okay price used small room single person,"['according', 'price', 'cooler', 'justified', 'say', 'great', 'good', 'observation', 'cooler', 'licking', 'smelling', 'really', 'bad', 'using', 'noise', 'level', 'high', 'compare', 'speed', 'air', 'throw', 'max', 'till', 'foot', 'overall', 'okay', 'price', 'used', 'small', 'room', 'single', 'person']","[('according', 'VBG'), ('price', 'NN'), ('cooler', 'NN'), ('justified', 'VBD'), ('say', 'VBP'), ('great', 'JJ'), ('good', 'JJ'), ('observation', 'NN'), ('cooler', 'NN'), ('licking', 'VBG'), ('smelling', 'VBG'), ('really', 'RB'), ('bad', 'JJ'), ('using', 'VBG'), ('noise', 'JJ'), ('level', 'NN'), ('high', 'JJ'), ('compare', 'NN'), ('speed', 'NN'), ('air', 'NN'), ('throw', 'VBP'), ('max', 'NN'), ('till', 'JJ'), ('foot', 'NN'), ('overall', 'JJ'), ('okay', 'JJ'), ('price', 'NN'), ('used', 'VBN'), ('small', 'JJ'), ('room', 'NN'), ('single', 'JJ'), ('person', 'NN')]",[],-0.0738,0.1338571428571429,0.030028571428571446,0.44377031922340393
3,Best 👌👌👌👌,Best 👌👌👌👌,de,best,['best'],"[('best', 'JJS')]",[],0.6369,1.0,0.81845,0.44388383626937866
3,For one room is best,For one room is best,en,one room best,"['one', 'room', 'best']","[('one', 'CD'), ('room', 'NN'), ('best', 'RBS')]",[],0.6369,1.0,0.81845,0.443778395652771
3,"Very sturdy, simple and good quality air cooler. Good cooling effect. Recommend 100%. Only issue for me is the fan speed which is very high even in the lowest position. This makes breezy noise . More lower speeds knob options would make it the best room cooler.","Very sturdy, simple and good quality air cooler. Good cooling effect. Recommend 100%. Only issue for me is the fan speed which is very high even in the lowest position. This makes breezy noise . More lower speeds knob options would make it the best room cooler.",en,sturdy simple good quality air cooler good cooling effect recommend 100 issue fan speed high even lowest position make breezy noise lower speed knob option would make best room cooler,"['sturdy', 'simple', 'good', 'quality', 'air', 'cooler', 'good', 'cooling', 'effect', 'recommend', '100', 'issue', 'fan', 'speed', 'high', 'even', 'lowest', 'position', 'make', 'breezy', 'noise', 'lower', 'speed', 'knob', 'option', 'would', 'make', 'best', 'room', 'cooler']","[('sturdy', 'JJ'), ('simple', 'NN'), ('good', 'JJ'), ('quality', 'NN'), ('air', 'NN'), ('cooler', 'NN'), ('good', 'JJ'), ('cooling', 'NN'), ('effect', 'NN'), ('recommend', 'VBP'), ('100', 'CD'), ('issue', 'NN'), ('fan', 'NN'), ('speed', 'VBP'), ('high', 'JJ'), ('even', 'RB'), ('lowest', 'JJS'), ('position', 'NN'), ('make', 'VBP'), ('breezy', 'NN'), ('noise', 'NN'), ('lower', 'JJR'), ('speed', 'NN'), ('knob', 'NN'), ('option', 'NN'), ('would', 'MD'), ('make', 'VB'), ('best', 'JJS'), ('room', 'NN'), ('cooler', 'NN')]","['FEATURE:cooling', 'FEATURE:fan']",0.866,0.4135,0.63975,0.44366610050201416
3,Fan cooling Ness is ok..but I couldn't find any icecubes inserting option,Fan cooling Ness is ok..but I couldn't find any icecubes inserting option,en,fan cooling ness find icecubes inserting option,"['fan', 'cooling', 'ness', 'find', 'icecubes', 'inserting', 'option']","[('fan', 'NN'), ('cooling', 'VBG'), ('ness', 'JJ'), ('find', 'VBP'), ('icecubes', 'JJ'), ('inserting', 'NN'), ('option', 'NN')]","['FEATURE:cooling', 'FEATURE:fan']",0.3182,0.0,0.1591,0.4439444839954376
3,Hindware cooler very nice cooling 👌👍 ...performance very nice 👌very good product to Flipkart.....l am very happy 😊 thanks to Flipkart......,Hindware cooler very nice cooling 👌👍 ...performance very nice 👌very good product to Flipkart.....l am very happy 😊 thanks to Flipkart......,en,hindware cooler nice cooling performance nice good product flipkart happy thanks flipkart,"['hindware', 'cooler', 'nice', 'cooling', 'performance', 'nice', 'good', 'product', 'flipkart', 'happy', 'thanks', 'flipkart']","[('hindware', 'NN'), ('cooler', 'NN'), ('nice', 'JJ'), ('cooling', 'VBG'), ('performance', 'NN'), ('nice', 'RB'), ('good', 'JJ'), ('product', 'NN'), ('flipkart', 'NN'), ('happy', 'JJ'), ('thanks', 'NNS'), ('flipkart', 'VBP')]","['BRAND:Hindware', 'FEATURE:cooling']",0.9479,0.692,0.81995,0.44351059198379517
3,The product is awesome.. First you have to understand the difference between the air cooler and air conditioner. It cools my medium size room perfectly within 1 hour. Every cooler has a little noise like celling fan at high speed.. & you have to open the door or windows for cross ventilation so that it can work properly. The size is compact. Air flow is very good. I just love it & thanks Flipkart for door step Delevary on time..,The product is awesome.. First you have to understand the difference between the air cooler and air conditioner. It cools my medium size room perfectly within 1 hour. Every cooler has a little noise like celling fan at high speed.. & you have to open the door or windows for cross ventilation so that it can work properly. The size is compact. Air flow is very good. I just love it & thanks Flipkart for door step Delevary on time..,en,product awesome first understand difference air cooler air conditioner cool medium size room perfectly within hour every cooler little noise like celling fan high speed open door window cross ventilation work properly size compact air flow good love thanks flipkart door step delevary time,"['product', 'awesome', 'first', 'understand', 'difference', 'air', 'cooler', 'air', 'conditioner', 'cool', 'medium', 'size', 'room', 'perfectly', 'within', 'hour', 'every', 'cooler', 'little', 'noise', 'like', 'celling', 'fan', 'high', 'speed', 'open', 'door', 'window', 'cross', 'ventilation', 'work', 'properly', 'size', 'compact', 'air', 'flow', 'good', 'love', 'thanks', 'flipkart', 'door', 'step', 'delevary', 'time']","[('product', 'NN'), ('awesome', 'VB'), ('first', 'JJ'), ('understand', 'NN'), ('difference', 'NN'), ('air', 'NN'), ('cooler', 'NN'), ('air', 'NN'), ('conditioner', 'NN'), ('cool', 'JJ'), ('medium', 'NN'), ('size', 'NN'), ('room', 'NN'), ('perfectly', 'RB'), ('within', 'IN'), ('hour', 'NN'), ('every', 'DT'), ('cooler', 'NN'), ('little', 'JJ'), ('noise', 'NN'), ('like', 'IN'), ('celling', 'VBG'), ('fan', 'NN'), ('high', 'JJ'), ('speed', 'NN'), ('open', 'JJ'), ('door', 'NN'), ('window', 'NN'), ('cross', 'NN'), ('ventilation', 'NN'), ('work', 'NN'), ('properly', 'RB'), ('size', 'NN'), ('compact', 'JJ'), ('air', 'NN'), ('flow', 'NN'), ('good', 'JJ'), ('love', 'NN'), ('thanks', 'NNS'), ('flipkart', 'VBP'), ('door', 'JJ'), ('step', 'NN'), ('delevary', 'JJ'), ('time', 'NN')]",['FEATURE:fan'],0.96,0.34840909090909095,0.6542045454545454,0.44383078813552856
3,Super good for room when window is open,Super good for room when window is open,en,super good room window open,"['super', 'good', 'room', 'window', 'open']","[('super', 'JJ'), ('good', 'JJ'), ('room', 'NN'), ('window', 'NN'), ('open', 'JJ')]",[],0.7783,0.3444444444444444,0.5613722222222222,0.4436624050140381
3,"Cooling effect is good no doubt only when the surrounding wind flow is good too. But product material is not strong, need to be very careful while moving on floor and opening the windows to clean tank. Should be handel carefully. Price wise good for bachelor's nd couples staying in compact flat. While running not too much noisy but air flow is good till 7ft and covers good amount of area. But not sure if it can help to cool on peak summer like April May June, that will be challenging.","Cooling effect is good no doubt only when the surrounding wind flow is good too. But product material is not strong, need to be very careful while moving on floor and opening the windows to clean tank. Should be handel carefully. Price wise good for bachelor's nd couples staying in compact flat. While running not too much noisy but air flow is good till 7ft and covers good amount of area. But not sure if it can help to cool on peak summer like April May June, that will be challenging.",en,cooling effect good doubt surrounding wind flow good product material strong need careful moving floor opening window clean tank handel carefully price wise good bachelor couple staying compact flat running much noisy air flow good till 7ft cover good amount area sure help cool peak summer like april may june challenging,"['cooling', 'effect', 'good', 'doubt', 'surrounding', 'wind', 'flow', 'good', 'product', 'material', 'strong', 'need', 'careful', 'moving', 'floor', 'opening', 'window', 'clean', 'tank', 'handel', 'carefully', 'price', 'wise', 'good', 'bachelor', 'couple', 'staying', 'compact', 'flat', 'running', 'much', 'noisy', 'air', 'flow', 'good', 'till', '7ft', 'cover', 'good', 'amount', 'area', 'sure', 'help', 'cool', 'peak', 'summer', 'like', 'april', 'may', 'june', 'challenging']","[('cooling', 'VBG'), ('effect', 'NN'), ('good', 'JJ'), ('doubt', 'NN'), ('surrounding', 'VBG'), ('wind', 'NN'), ('flow', 'NN'), ('good', 'JJ'), ('product', 'NN'), ('material', 'NN'), ('strong', 'JJ'), ('need', 'NN'), ('careful', 'JJ'), ('moving', 'VBG'), ('floor', 'NN'), ('opening', 'VBG'), ('window', 'JJ'), ('clean', 'JJ'), ('tank', 'NN'), ('handel', 'NN'), ('carefully', 'RB'), ('price', 'NN'), ('wise', 'NN'), ('good', 'JJ'), ('bachelor', 'NN'), ('couple', 'NN'), ('staying', 'VBG'), ('compact', 'JJ'), ('flat', 'JJ'), ('running', 'VBG'), ('much', 'JJ'), ('noisy', 'NN'), ('air', 'NN'), ('flow', 'NN'), ('good', 'VBD'), ('till', 'JJ'), ('7ft', 'CD'), ('cover', 'RB'), ('good', 'JJ'), ('amount', 'NN'), ('area', 'NN'), ('sure', 'JJ'), ('help', 'NN'), ('cool', 'NN'), ('peak', 'VB'), ('summer', 'NN'), ('like', 'IN'), ('april', 'NN'), ('may', 'MD'), ('june', 'VB'), ('challenging', 'VBG')]",['FEATURE:cooling'],0.9839,0.3059375,0.64491875,0.4438122808933258
